,YR_MO,CALL_DATE,AGENT_KEY,CALLS,HANDLE_TIME,CALL_REGEN,CALLS_WITH_OFFER,CALLS_WITH_ACCEPT,CALLS_OFFER_APPLIED,TRANSFERS,EFF_DT,TERM_DT,AGENT_ID,AGENT_NAME,TEAM_LEAD_ID,TEAM_LEAD_NAME,CALL_CENTER
774,201707,2017-07-01,12486,31,24844,8,29,21,11,4,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
775,201707,2017-07-03,12486,31,25266,7,28,20,12,3,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
776,201707,2017-07-04,12486,31,25165,9,27,19,13,4,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
777,201707,2017-07-05,12486,29,25908,6,26,18,10,3,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
778,201707,2017-07-06,12486,33,25938,7,29,20,13,4,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
779,201707,2017-07-08,12486,28,24264,8,24,15,11,3,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
780,201707,2017-07-10,12486,29,25938,9,25,17,9,3,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
781,201707,2017-07-11,12486,30,24034,7,27,19,14,4,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
782,201707,2017-07-12,12486,33,24510,7,30,19,11,3,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
783,201707,2017-07-13,12486,31,24901,8,27,19,14,3,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
784,201707,2017-07-15,12486,30,24588,8,26,18,13,3,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
785,201707,2017-07-17,12486,28,25772,6,25,20,12,3,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
786,201707,2017-07-18,12486,30,24291,7,27,18,9,4,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
787,201707,2017-07-19,12486,33,24251,7,31,21,14,3,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
788,201707,2017-07-20,12486,30,24237,7,28,19,10,4,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
789,201707,2017-07-22,12486,30,24504,8,26,16,11,3,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
790,201707,2017-07-24,12486,32,24846,9,30,18,11,4,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
791,201707,2017-07-25,12486,32,25454,6,28,22,12,4,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
792,201707,2017-07-26,12486,32,24332,7,29,20,10,3,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
793,201707,2017-07-27,12486,30,24546,8,27,17,11,3,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
794,201707,2017-07-29,12486,33,24308,10,30,21,11,4,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
795,201707,2017-07-31,12486,32,25802,7,30,23,15,3,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
796,201708,2017-08-01,12486,30,24448,9,27,20,10,4,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
797,201708,2017-08-02,12486,32,24126,7,28,22,16,4,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
798,201708,2017-08-03,12486,28,24918,6,26,19,14,3,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
799,201708,2017-08-05,12486,32,25383,8,30,23,16,3,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
800,201708,2017-08-07,12486,32,25883,9,28,19,10,4,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
801,201708,2017-08-08,12486,32,24379,7,28,22,16,4,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
802,201708,2017-08-09,12486,28,24239,6,25,19,10,3,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
803,201708,2017-08-12,12486,32,24061,7,28,20,11,3,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
804,201708,2017-08-14,12486,28,25867,6,24,16,11,3,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
805,201708,2017-08-15,12486,31,25071,7,28,20,13,3,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
806,201708,2017-08-16,12486,29,25524,6,25,17,12,3,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
807,201708,2017-08-17,12486,31,24094,8,29,18,11,3,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
808,201708,2017-08-19,12486,30,24036,8,26,20,13,3,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
809,201708,2017-08-21,12486,33,24844,10,30,22,16,4,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
810,201708,2017-08-22,12486,30,25467,8,28,19,10,3,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
811,201708,2017-08-23,12486,31,25825,7,29,22,16,4,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
812,201708,2017-08-24,12486,28,25100,7,26,17,12,3,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
813,201708,2017-08-26,12486,33,24498,9,28,19,10,3,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
814,201708,2017-08-28,12486,28,24387,8,26,16,11,3,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
815,201708,2017-08-29,12486,30,25775,8,27,22,13,3,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
816,201708,2017-08-30,12486,29,25247,7,27,17,10,3,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
817,201708,2017-08-31,12486,28,25714,6,25,17,12,3,2017-05-01,2020-12-31,201700142,"Williamson, Wilma",201700013,"Oferten, Quinton",Williamburg
818,201706,2017-06-01,12487,33,24917,7,28,22,11,4,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
819,201706,2017-06-03,12487,28,25406,7,25,17,8,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
820,201706,2017-06-05,12487,31,25894,9,28,19,9,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
821,201706,2017-06-06,12487,33,25082,9,29,19,11,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
822,201706,2017-06-07,12487,28,25335,8,26,19,9,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
823,201706,2017-06-08,12487,32,25375,9,29,19,10,4,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
824,201706,2017-06-12,12487,30,24364,7,29,22,10,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
825,201706,2017-06-13,12487,29,25258,9,27,20,13,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
826,201706,2017-06-14,12487,31,24281,7,27,18,13,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
827,201706,2017-06-15,12487,31,25027,7,29,21,11,4,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
828,201706,2017-06-17,12487,33,25027,8,29,20,10,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
829,201706,2017-06-19,12487,32,24439,7,28,20,8,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
830,201706,2017-06-20,12487,32,25815,6,28,21,13,4,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
831,201706,2017-06-21,12487,30,24435,7,28,17,12,4,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
832,201706,2017-06-22,12487,32,25331,6,28,17,9,4,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
833,201706,2017-06-24,12487,31,24539,8,28,18,12,4,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
834,201706,2017-06-26,12487,28,24597,8,25,19,11,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
835,201706,2017-06-27,12487,28,24157,8,27,19,13,4,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
836,201706,2017-06-28,12487,28,25965,6,25,17,12,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
837,201706,2017-06-29,12487,31,25421,8,28,21,11,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
838,201707,2017-07-01,12487,29,24782,9,25,16,9,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
839,201707,2017-07-03,12487,33,24735,9,31,24,17,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
840,201707,2017-07-04,12487,28,25419,8,24,15,8,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
841,201707,2017-07-05,12487,32,25953,8,28,18,12,4,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
842,201707,2017-07-06,12487,28,24024,6,26,16,12,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
843,201707,2017-07-08,12487,28,25702,6,24,16,10,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
844,201707,2017-07-10,12487,29,25994,9,27,22,14,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
845,201707,2017-07-11,12487,31,24806,8,29,23,13,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
846,201707,2017-07-12,12487,29,25609,9,28,18,13,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
847,201707,2017-07-13,12487,33,24843,9,29,20,11,4,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
848,201707,2017-07-15,12487,28,25128,8,25,20,13,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
849,201707,2017-07-17,12487,30,24088,7,29,19,13,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
850,201707,2017-07-18,12487,31,25101,9,28,21,11,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
851,201707,2017-07-19,12487,30,24553,7,28,19,12,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
852,201707,2017-07-20,12487,30,25017,7,28,21,13,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
853,201707,2017-07-22,12487,28,24432,8,25,17,10,4,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
854,201707,2017-07-24,12487,31,24306,7,27,20,13,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
855,201707,2017-07-25,12487,33,25218,8,28,18,9,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
856,201707,2017-07-26,12487,30,25623,6,27,20,12,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
857,201707,2017-07-27,12487,30,25581,6,28,22,11,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
858,201707,2017-07-29,12487,28,24463,7,24,19,11,4,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
859,201707,2017-07-31,12487,33,24173,10,28,19,13,4,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
860,201708,2017-08-01,12487,31,24963,8,29,17,12,4,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
861,201708,2017-08-02,12487,29,24455,6,27,16,12,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
862,201708,2017-08-03,12487,32,25855,9,27,20,14,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
863,201708,2017-08-05,12487,30,24818,7,28,21,14,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
864,201708,2017-08-07,12487,31,25521,8,29,23,12,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
865,201708,2017-08-08,12487,31,25850,9,27,21,14,4,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
866,201708,2017-08-09,12487,28,25102,8,26,16,12,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
867,201708,2017-08-12,12487,28,25070,6,25,18,13,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
868,201708,2017-08-14,12487,28,25614,8,24,18,12,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
869,201708,2017-08-15,12487,32,24959,7,28,19,10,4,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
870,201708,2017-08-16,12487,32,24846,6,29,18,13,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
871,201708,2017-08-17,12487,31,25636,7,26,16,9,4,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
872,201708,2017-08-19,12487,30,25133,8,28,19,11,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
873,201708,2017-08-21,12487,32,25050,7,29,22,14,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
874,201708,2017-08-22,12487,32,25468,6,29,19,10,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
875,201708,2017-08-23,12487,30,24019,8,28,21,13,4,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
876,201708,2017-08-24,12487,30,25771,8,27,20,10,4,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
877,201708,2017-08-26,12487,29,24542,7,27,21,13,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
878,201708,2017-08-28,12487,28,24028,7,25,16,8,4,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
879,201708,2017-08-29,12487,30,24216,8,28,19,13,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
880,201708,2017-08-30,12487,33,25892,8,28,19,11,4,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
881,201708,2017-08-31,12487,29,25834,7,25,17,10,3,2017-05-01,2020-12-31,201700143,"Younger, Yeti",201700013,"Oferten, Quinton",Williamburg
882,201706,2017-06-01,12488,32,24700,9,28,22,9,4,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
883,201706,2017-06-03,12488,33,24662,7,30,20,12,4,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
884,201706,2017-06-05,12488,33,24311,10,28,21,13,4,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
885,201706,2017-06-06,12488,30,24396,8,28,17,10,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
886,201706,2017-06-07,12488,31,24646,7,29,20,13,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
887,201706,2017-06-08,12488,29,25598,8,26,18,10,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
888,201706,2017-06-10,12488,32,25754,7,28,22,9,4,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
889,201706,2017-06-12,12488,33,25931,8,30,20,10,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
890,201706,2017-06-13,12488,28,25534,7,25,17,9,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
891,201706,2017-06-14,12488,32,24224,10,30,23,10,4,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
892,201706,2017-06-15,12488,32,25279,8,28,22,10,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
893,201706,2017-06-17,12488,29,24553,8,25,18,7,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
894,201706,2017-06-19,12488,32,24644,10,27,17,9,4,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
895,201706,2017-06-20,12488,33,25663,9,29,21,13,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
896,201706,2017-06-21,12488,32,25752,8,30,19,9,4,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
897,201706,2017-06-22,12488,32,25512,6,29,23,16,4,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
898,201706,2017-06-24,12488,29,25136,6,26,18,8,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
899,201706,2017-06-26,12488,32,25530,8,29,22,10,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
900,201706,2017-06-27,12488,29,24857,8,26,16,8,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
901,201706,2017-06-28,12488,31,24875,9,27,21,11,4,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
902,201706,2017-06-29,12488,29,25508,7,28,18,11,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
903,201707,2017-07-01,12488,29,25927,8,25,17,10,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
904,201707,2017-07-03,12488,32,25418,6,27,17,9,4,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
905,201707,2017-07-04,12488,30,25849,7,27,20,14,4,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
906,201707,2017-07-05,12488,32,24611,9,29,21,14,4,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
907,201707,2017-07-06,12488,32,25079,8,28,20,15,4,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
908,201707,2017-07-08,12488,30,25831,7,26,21,12,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
909,201707,2017-07-10,12488,32,25505,9,30,23,14,4,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
910,201707,2017-07-11,12488,28,24607,8,26,18,13,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
911,201707,2017-07-12,12488,32,25740,6,29,18,13,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
912,201707,2017-07-13,12488,30,25255,8,26,19,12,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
913,201707,2017-07-15,12488,29,25998,6,26,20,11,4,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
914,201707,2017-07-17,12488,31,25253,9,28,18,13,4,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
915,201707,2017-07-18,12488,33,25429,10,29,20,12,4,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
916,201707,2017-07-19,12488,33,25904,8,31,23,12,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
917,201707,2017-07-20,12488,28,25408,8,25,19,12,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
918,201707,2017-07-22,12488,33,24658,8,28,20,14,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
919,201707,2017-07-24,12488,33,25584,7,30,20,12,4,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
920,201707,2017-07-25,12488,28,25183,7,25,18,13,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
921,201707,2017-07-26,12488,32,24951,9,29,23,15,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
922,201707,2017-07-27,12488,32,24591,9,30,18,11,4,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
923,201707,2017-07-29,12488,30,24874,7,28,18,13,4,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
924,201707,2017-07-31,12488,33,24398,10,31,21,11,4,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
925,201708,2017-08-01,12488,28,25777,6,26,19,11,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
926,201708,2017-08-02,12488,33,25730,10,29,20,13,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
927,201708,2017-08-03,12488,29,24706,6,27,22,13,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
928,201708,2017-08-05,12488,29,24423,9,27,16,10,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
929,201708,2017-08-07,12488,32,25294,8,28,21,14,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
930,201708,2017-08-08,12488,29,24351,8,26,18,10,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
931,201708,2017-08-09,12488,31,25829,7,29,20,13,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
932,201708,2017-08-12,12488,28,24233,8,26,18,12,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
933,201708,2017-08-14,12488,32,25003,8,28,18,11,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
934,201708,2017-08-15,12488,33,25901,8,29,18,11,4,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
935,201708,2017-08-16,12488,28,24651,6,24,17,10,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
936,201708,2017-08-17,12488,29,25270,8,25,20,13,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
937,201708,2017-08-19,12488,30,25533,8,29,19,12,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
938,201708,2017-08-21,12488,28,24552,6,24,15,10,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
939,201708,2017-08-22,12488,29,24914,6,26,18,9,4,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
940,201708,2017-08-23,12488,30,25276,6,28,21,12,4,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
941,201708,2017-08-24,12488,33,24639,9,28,21,13,4,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
942,201708,2017-08-26,12488,31,25382,9,28,22,11,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
943,201708,2017-08-28,12488,32,25868,8,30,23,15,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
944,201708,2017-08-29,12488,28,24930,6,26,20,13,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
945,201708,2017-08-30,12488,30,25060,8,28,21,11,3,2017-05-01,2020-12-31,201700144,"Zwilowski, Zane",201700013,"Oferten, Quinton",Williamburg
